Title, Author, Page/Location, Clippings
"Man's Search for Meaning", Viktor Frankl, 77, "During this psychological phase one observed that people with natures of a more primitive kind could not escape the influences of the brutality which had surrounded them in camp life."
"Man's Search for Meaning", Viktor Frankl, 77, "licentiously"
"Man's Search for Meaning", Viktor Frankl, 77, "They became instigators, not objects, of willful force and injustice. They justified their behavior by their own terrible experiences."
"Man's Search for Meaning", Viktor Frankl, 77, "“You don’t say! And hasn’t enough been taken from us? My wife and child have been gassed—not to mention everything else—and you would forbid me to tread on a few stalks of oats!”"
"Man's Search for Meaning", Viktor Frankl, 77, "no one has the right to do wrong, not even if wrong has been done to them."
"Man's Search for Meaning", Viktor Frankl, 78, "Apart from the moral deformity resulting from the sudden release of mental pressure, there were two other fundamental experiences which threatened to damage the character of the liberated prisoner: bitterness and disillusionment when he returned to his former life."
"Man's Search for Meaning", Viktor Frankl, 78, "Bitterness was caused by a number of things he came up against in his former home town."
"Man's Search for Meaning", Viktor Frankl, 78, "A man who for years had thought he had reached the absolute limit of all possible suffering now found that suffering has no limits, and that he could suffer still more, and still more intensely."
"Man's Search for Meaning", Viktor Frankl, 78, "had to be reminded that life still waited for him, that a human being waited for his return. But after liberation? There were some men who found that no one awaited them."
"Man's Search for Meaning", Viktor Frankl, 79, "We all said to each other in camp that there could be no earthly happiness which could compensate for all we had suffered."
"Man's Search for Meaning", Viktor Frankl, 79, "This disillusionment, which awaited not a small number of prisoners, was an experience which these men have found very hard to get over and which, for a psychiatrist, is also very diffcult to help them overcome."
"Man's Search for Meaning", Viktor Frankl, 81, "facetiously"
"Man's Search for Meaning", Viktor Frankl, 81, "“Now, in logotherapy the patient may remain sitting erect but he must hear things which sometimes are very disagreeable to hear.”"
"Man's Search for Meaning", Viktor Frankl, 81, "Logotherapy focuses rather on the future, that is to say, on the meanings to be fulfilled by the patient"
"Man's Search for Meaning", Viktor Frankl, 81, "Logotherapy focuses rather on the future, that is to say, on the meanings to be fulfilled by the patient in his future."
"Man's Search for Meaning", Viktor Frankl, 81, "And to make him aware of this meaning can contribute much to his ability to overcome his neurosis."
"Man's Search for Meaning", Viktor Frankl, 81, "focuses on the meaning of human existence as well"
"Man's Search for Meaning", Viktor Frankl, 81, "According to logotherapy, this striving to find a meaning in one’s life is the primary motivational force in man."
"Man's Search for Meaning", Viktor Frankl, 82, "Man’s search for meaning is the primary motivation in his life and not a “secondary rationalization” of instinctual drives."
"Man's Search for Meaning", Viktor Frankl, 82, "This meaning is unique and specific in that it must and can be fulfilled by him alone; only then does it achieve a significance which will satisfy his own will to meaning."
"Man's Search for Meaning", Viktor Frankl, 82, "sublimations.”"
"Man's Search for Meaning", Viktor Frankl, 82, "Man, however, is able to live and even to die for the sake of his ideals and values!"
"Man's Search for Meaning", Viktor Frankl, 82, "89 percent of the people polled admitted that man needs “something” for the sake of which to live."
"Man's Search for Meaning", Viktor Frankl, 82, "61 percent conceded that there was something, or someone, in their own lives for whose sake they were even ready to die."
"Man's Search for Meaning", Viktor Frankl, 82, "78 percent said their first goal was “finding a purpose and meaning to my life.”"
"Man's Search for Meaning", Viktor Frankl, 82, "some cases in which an individual’s concern with values is really a camouflage of hidden inner conflicts;"
"Man's Search for Meaning", Viktor Frankl, 83, "motive”—namely, his unconscious need to debase and depreciate what is genuine, what is genuinely human, in man."
"Man's Search for Meaning", Viktor Frankl, 83, "“existential” may be used in three ways: to refer to (1) existence itself, i.e., the specifically human mode of being; (2) the meaning of existence; and (3) the striving to find a concrete meaning in personal existence, that is to say, the will to meaning."
"Man's Search for Meaning", Viktor Frankl, 83, "neuroses."
"Man's Search for Meaning", Viktor Frankl, 83, "This is another logotherapeutic term which denotes anything pertaining to the specifically human dimension."
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 10, "languorous."
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 10, "tactful"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 10, "Personal Note: Understanding"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 11, "soused"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 11, "chain gang"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 15, "cataract."
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 18, "britches"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 22, "Obscurantism.'"
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 26, "quandary."
"The Heart is a Lonely Hunter", Krzysztof Żarczyński, 28, "estrangement."
"The Heart is a Lonely Hunter", Carson McCullers, 30, "tilings"
"The Heart is a Lonely Hunter", Carson McCullers, 34, "bootees."
"The Heart is a Lonely Hunter", Carson McCullers, 34, "colic."
"The Heart is a Lonely Hunter", Carson McCullers, 44, "sanctified"
"The Heart is a Lonely Hunter", Carson McCullers, 53, "buzzard’s."
"The Heart is a Lonely Hunter", Carson McCullers, 54, "hosiery"
"The Heart is a Lonely Hunter", Carson McCullers, 55, "greenhorn."
"The Subtle Art of Not Giving a F*ck", Mark Manson, 48, "inundation"
"The Subtle Art of Not Giving a F*ck", Mark Manson, 56, "vacuous"
"The Subtle Art of Not Giving a F*ck", Mark Manson, 59, "Take a moment and think of something that’s really bugging"
"The Subtle Art of Not Giving a F*ck", Mark Manson, 65, "adulation,"
"Thinking, Fast and Slow", Daniel Kahneman, 111, "antecedents"
"Thinking, Fast and Slow", Daniel Kahneman, 124, "denigrate"
"Thinking, Fast and Slow", Daniel Kahneman, 136, "voluble,"
"Thinking, Fast and Slow", Daniel Kahneman, 171, "empathetic"
"Thinking, Fast and Slow", Daniel Kahneman, 198, "aphrodisiac"
"Thinking, Fast and Slow", Daniel Kahneman, 234, "dogmatic"
"Thinking, Fast and Slow", Daniel Kahneman, 236, "fecklessness"
"Thinking, Fast and Slow", Daniel Kahneman, 264, "heuristics"
"Thinking, Fast and Slow", Daniel Kahneman, 317, "dispositions"
"Thinking, Fast and Slow", Daniel Kahneman, 333, "hindsight."
"Thinking, Fast and Slow", Daniel Kahneman, 961, "gratification."
"Thinking, Fast and Slow", Daniel Kahneman, 984, "associative activation: ideas that have been evoked trigger many other ideas, in a spreading cascade of activity in your brain."
"Thinking, Fast and Slow", Daniel Kahneman, 986, "The word evokes memories, which evoke emotions, which in turn evoke facial expressions and other reactions, such as a general tensing up and an avoidance tendency."
"Thinking, Fast and Slow", Daniel Kahneman, 997, "cognition is embodied; you think with your body, not only with your brain."
"Thinking, Fast and Slow", Daniel Kahneman, 1001, "the Scottish philosopher David Hume reduced the principles of association to three: resemblance, contiguity in time and place, and causality."
"Thinking, Fast and Slow", Daniel Kahneman, 1020, "We call this a priming effect and say that the idea of EAT primes the idea of SOUP, and that WASH primes SOAP"
"Thinking, Fast and Slow", Daniel Kahneman, 1025, "primed ideas have some ability to prime other ideas, although more weakly."
"Thinking, Fast and Slow", Daniel Kahneman, 1042, "priming phenomenon—the influencing of an action by the idea—is known as the ideomotor effect."
"Thinking, Fast and Slow", Daniel Kahneman, 1050, "if you were primed to think of old age, you would tend to act old, and acting old would reinforce the thought of old age."
"Thinking, Fast and Slow", Daniel Kahneman, 1060, "Simple, common gestures can also unconsciously influence our thoughts and feelings."
"Thinking, Fast and Slow", Daniel Kahneman, 1066, "You can see why the common admonition to “act calm and kind regardless of how you feel” is very good advice: you are likely to be rewarded by actually feeling calm and kind."
"Thinking, Fast and Slow", Daniel Kahneman, 1076, "We now know that the effects of priming can reach into every corner of our lives."
"Thinking, Fast and Slow", Daniel Kahneman, 1082, "They persevered almost twice as long in trying to solve a very difficult problem before they asked the experimenter for help, a crisp demonstration of increased self-reliance."
"Thinking, Fast and Slow", Daniel Kahneman, 1084, "Money-primed people are also more selfish:"
"Thinking, Fast and Slow", Daniel Kahneman, 1089, "that the idea of money primes individualism: a reluctance to be involved with others, to depend on others, or to accept demands from others."
"Thinking, Fast and Slow", Daniel Kahneman, 1112, "The effects of the primes are robust but not necessarily large."
"Thinking, Fast and Slow", Daniel Kahneman, 1114, "The idea you should focus on, however, is that disbelief is not an option. The results are not made up, nor are they statistical flukes. You have no choice but to accept that the major conclusions of these studies are true."
"Thinking, Fast and Slow", Daniel Kahneman, 1119, "Priming phenomena arise in System 1, and you have no conscious access to them."
"Thinking, Fast and Slow", Daniel Kahneman, 1136, "System 1 provides the impressions that often turn into your beliefs, and is the source of the impulses that often become your choices and your actions."
"Thinking, Fast and Slow", Daniel Kahneman, 1140, "System 1 is also, as we will see in the following chapters, the origin of many of the systematic errors in your intuitions."
"Thinking, Fast and Slow", Daniel Kahneman, 1157, "One of the dials measures cognitive ease, and its range is between “Easy” and “Strained.”"
"Thinking, Fast and Slow", Daniel Kahneman, 1161, "Cognitive strain is affected by both the current level of effort and the presence of unmet demands."
"Thinking, Fast and Slow", Daniel Kahneman, 1164, "The figure suggests that a sentence that is printed in a clear font, or has been repeated, or has been primed, will be fluently processed with cognitive ease."
"Thinking, Fast and Slow", Daniel Kahneman, 1186, "“The experience of familiarity has a simple but powerful quality of ‘pastness’ that seems to indicate that it is a direct reflection of prior experience.”"
"Thinking, Fast and Slow", Daniel Kahneman, 1189, "Words that you have seen before become easier to see again—you can identify them better than other words when they are shown very briefly or masked by noise,"
"Thinking, Fast and Slow", Daniel Kahneman, 1191, "In short, you experience greater cognitive ease in perceiving a word you have seen earlier, and it is this sense of ease that gives you the impression of familiarity"
"Thinking, Fast and Slow", Daniel Kahneman, 1213, "impression of familiarity is produced by System 1, and System 2 relies on that impression for a true/false judgment."
"Thinking, Fast and Slow", Daniel Kahneman, 1216, "A reliable way to make people believe in falsehoods is frequent repetition, because familiarity is not easily distinguished from truth."
"Thinking, Fast and Slow", Daniel Kahneman, 1222, "If you cannot remember the source of a statement, and have no way to relate it to other things you know, you have no option but to go with the sense of cognitive ease."
"Thinking, Fast and Slow", Daniel Kahneman, 1248, "The aphorisms were judged more insightful when they rhymed than when they did not."
"Thinking, Fast and Slow", Daniel Kahneman, 1263, "This is the message of figure 5: the sense of ease or strain has multiple causes, and it is difficult to tease them apart."
"Thinking, Fast and Slow", Daniel Kahneman, 1300, "As we saw in figure 5, repetition induces cognitive ease and a comforting feeling of familiarity."
"Thinking, Fast and Slow", Daniel Kahneman, 1317, "System 1 can respond to impressions of events of which System 2 is unaware. Indeed, the mere exposure effect is actually stronger for stimuli that the individual never consciously sees"
"Thinking, Fast and Slow", Daniel Kahneman, 1322, "The mere exposure effect occurs, Zajonc claimed, because the repeated exposure of a stimulus is followed by nothing bad."
"Thinking, Fast and Slow", Daniel Kahneman, 1353, "A sense of cognitive ease is apparently generated by a very faint signal from the associative machine, which “knows” that the three words are coherent (share an association) long before the association is retrieved"
"Thinking, Fast and Slow", Daniel Kahneman, 1359, "They found that putting the participants in a good mood before the test by having them think happy thoughts more than doubled accuracy. An even more striking result is that unhappy subjects were completely incapable of performing the intuitive task accurately; their guesses were no better than random."
"Thinking, Fast and Slow", Daniel Kahneman, 1376, "The impression of cognitive ease that comes with the presentation of a coherent triad appears to be mildly pleasurable in itself."
"Thinking, Fast and Slow", Daniel Kahneman, 1385, "Emotional changes are now expected, and because they are unsurprising they are not linked causally to the words."
"Thinking, Fast and Slow", Daniel Kahneman, 1414, "Some expectations are active and conscious—you know you are waiting for a particular event to happen."
"Thinking, Fast and Slow", Daniel Kahneman, 1416, "But there is a much larger category of events that you expect passively; you don’t wait for them, but you are not surprised when they happen."
"Thinking, Fast and Slow", Daniel Kahneman, 1423, "first, this was a more remarkable coincidence than the first meeting; second, we were distinctly less surprised to meet Jon on the second occasion than we had been on the first."
"Thinking, Fast and Slow", Daniel Kahneman, 1429, "Under some conditions, passive expectations quickly turn active, as we found in another coincidence."
"Thinking, Fast and Slow", Daniel Kahneman, 1442, "tureen."
"Thinking, Fast and Slow", Daniel Kahneman, 1443, "Rather, they appear normal because they recruit the original episode, retrieve it from memory, and are interpreted in conjunction with it."
"Thinking, Fast and Slow", Daniel Kahneman, 1446, "However, the second abnormal event will retrieve the first from memory, and both make sense together. The two events fit into a pattern, in which the guest is an exceptionally tense person."
"Thinking, Fast and Slow", Daniel Kahneman, 1459, "Studies of brain responses have shown that violations of normality are detected with astonishing speed and subtlety."
"Thinking, Fast and Slow", Daniel Kahneman, 1468, "these norms provide the background for the immediate detection of anomalies"
"Thinking, Fast and Slow", Daniel Kahneman, 1474, "System 1, which understands language, has access to norms of categories, which specify the range of plausible values as well as the most typical cases."
"Thinking, Fast and Slow", Daniel Kahneman, 1480, "Finding such causal connections is part of understanding a story and is an automatic operation of System"
"Thinking, Fast and Slow", Daniel Kahneman, 1489, "In fact, all the headlines do is satisfy our need for coherence:"
"Thinking, Fast and Slow", Daniel Kahneman, 1489, "a large event is supposed to have consequences, and consequences need causes to explain them."
"Thinking, Fast and Slow", Daniel Kahneman, 1490, "System 1 is adept at finding a coherent causal story that links the fragments of knowledge at its disposal."
"Thinking, Fast and Slow", Daniel Kahneman, 1499, "In the story of the startling soup, the outcome—whether another customer wincing at the taste of the soup or the first person’s extreme reaction to the waiter’s touch—brings about an associatively coherent interpretation of the initial surprise, completing a plausible story."
"Thinking, Fast and Slow", Daniel Kahneman, 1510, "Experiments have shown that six-month-old infants see the sequence of events as a cause-effect scenario, and they indicate surprise when the sequence is altered."
"Thinking, Fast and Slow", Daniel Kahneman, 1511, "We are evidently ready from birth to have impressions of causality,"
"Thinking, Fast and Slow", Daniel Kahneman, 1511, "We are evidently ready from birth to have impressions of causality, which do not depend on reasoning about patterns of causation. They are products of"
"Thinking, Fast and Slow", Daniel Kahneman, 1511, "We are evidently ready from birth to have impressions of causality, which do not depend on reasoning about patterns of causation."
"Thinking, Fast and Slow", Daniel Kahneman, 1506, "we see causality, just as directly as we see color."
"Thinking, Fast and Slow", Daniel Kahneman, 1509, "“illusion of causality.” If the second object starts moving instantly, they describe it as having been “launched” by the first."
"Thinking, Fast and Slow", Daniel Kahneman, 1513, "Michotte published his demonstrations of physical causality,"
"Thinking, Fast and Slow", Daniel Kahneman, 1514, "Fritz Heider and Mary-Ann Simmel used a method similar to Michotte’s to demonstrate the perception of intentional causality."
"Thinking, Fast and Slow", Daniel Kahneman, 1520, "Your mind is ready and even eager to identify agents, assign them personality traits and specific intentions,"
"Thinking, Fast and Slow", Daniel Kahneman, 1521, "view their actions as expressing individual propensities."
"Thinking, Fast and Slow", Daniel Kahneman, 1521, "born prepared to make intentional attributions:"
"Thinking, Fast and Slow", Daniel Kahneman, 1524, "experience of freely willed action is quite separate from physical causality."
"Thinking, Fast and Slow", Daniel Kahneman, 1531, "immaterial divinity is the ultimate cause of the physical world,"
"Thinking, Fast and Slow", Daniel Kahneman, 1534, "people are prone to apply causal thinking inappropriately, to situations that require statistical reasoning."
"Thinking, Fast and Slow", Daniel Kahneman, 1539, "System 1 as an agent with certain traits and preferences, and sometimes as an associative machine that represents reality by a complex pattern of links."
"Thinking, Fast and Slow", Daniel Kahneman, 1560, "Jumping to conclusions is risky when the situation is unfamiliar, the stakes are high, and there is no time to collect more information. These are the circumstances in which intuitive errors are probable,"
"Thinking, Fast and Slow", Daniel Kahneman, 1559, "Jumping to conclusions is efficient"
"Thinking, Fast and Slow", Daniel Kahneman, 1560, "Jumping to conclusions is risky"
"Thinking, Fast and Slow", Daniel Kahneman, 1561, "circumstances in which intuitive errors are probable,"
"Thinking, Fast and Slow", Daniel Kahneman, 1562, "prevented by a deliberate intervention of System 2."
"Thinking, Fast and Slow", Daniel Kahneman, 1576, "uncertain, System 1 bets on an answer, and the bets are guided by experience."
"Thinking, Fast and Slow", Daniel Kahneman, 1576, "rules of the betting are intelligent:"
"Thinking, Fast and Slow", Daniel Kahneman, 1580, "System 1 does not keep track of alternatives that it rejects, or even of the fact that there were alternatives."
"Thinking, Fast and Slow", Daniel Kahneman, 1581, "Conscious doubt is not in the repertoire of System"
"Thinking, Fast and Slow", Daniel Kahneman, 1581, "Conscious doubt is not in the repertoire of System 1;"
"Thinking, Fast and Slow", Daniel Kahneman, 1582, "Uncertainty and doubt are the domain of System 2."
"Thinking, Fast and Slow", Daniel Kahneman, 1588, "initial attempt to believe is an automatic operation of System 1,"
"Thinking, Fast and Slow", Daniel Kahneman, 1588, "involves the construction of the best possible interpretation of the situation."
"Thinking, Fast and Slow", Daniel Kahneman, 1591, "unbelieving as an operation of System 2,"
"Thinking, Fast and Slow", Daniel Kahneman, 1597, "when System 2 is otherwise engaged, we will believe almost anything."
"Thinking, Fast and Slow", Daniel Kahneman, 1597, "System 1 is gullible and biased to believe, System 2 is in charge of doubting and unbelieving, but System 2 is sometimes busy, and often lazy."
"Thinking, Fast and Slow", Daniel Kahneman, 1599, "operations of associative memory contribute to a general confirmation bias."
"Thinking, Fast and Slow", Daniel Kahneman, 1601, "deliberate search for confirming evidence, known as positive test strategy,"
"Thinking, Fast and Slow", Daniel Kahneman, 1602, "how System 2 tests a hypothesis."
"Thinking, Fast and Slow", Daniel Kahneman, 1586, "understanding a statement must begin with an attempt to believe"
"Thinking, Fast and Slow", Daniel Kahneman, 1598, "people are more likely to be influenced by empty persuasive messages, such as commercials, when they are tired and depleted."
"Thinking, Fast and Slow", Daniel Kahneman, 1604, "confirmatory bias of System 1 favors uncritical acceptance of suggestions and exaggeration of the likelihood"
"Thinking, Fast and Slow", Daniel Kahneman, 1611, "halo effect is a good name for a common bias that plays a large role in shaping our view of people and situations."
"Thinking, Fast and Slow", Daniel Kahneman, 1620, "gap is filled by a guess that fits one’s emotional response"
"Thinking, Fast and Slow", Daniel Kahneman, 1620, "interpretation is shaped by the emotion attached to the first impression."
"Thinking, Fast and Slow", Daniel Kahneman, 1628, "halo effect is also an example of suppressed ambiguity:"
"Thinking, Fast and Slow", Daniel Kahneman, 1635, "halo effect increases the weight of first impressions, sometimes to the point that subsequent information is mostly wasted."
"Thinking, Fast and Slow", Daniel Kahneman, 1639, "homogeneous."
"Thinking, Fast and Slow", Daniel Kahneman, 1653, "lack of coherence left me uncertain and frustrated."
"Thinking, Fast and Slow", Daniel Kahneman, 1655, "spurious;"
"Thinking, Fast and Slow", Daniel Kahneman, 1657, "uncomfortable inconsistency that was revealed when I switched to the new procedure was real: it reflected both the inadequacy of any single question as a measure of what the student knew and the unreliability of my own grading."
"Thinking, Fast and Slow", Daniel Kahneman, 1660, "tame the halo effect"
"Thinking, Fast and Slow", Daniel Kahneman, 1660, "decorrelate error!"
"Thinking, Fast and Slow", Daniel Kahneman, 1667, "magic of error reduction works well only when the observations are independent and their errors uncorrelated."
"Thinking, Fast and Slow", Daniel Kahneman, 1669, "most useful information from multiple sources of evidence, you should always try to make these sources independent of each other."
"Thinking, Fast and Slow", Daniel Kahneman, 1674, "Eliminating redundancy from your sources of information is always a good idea."
"Thinking, Fast and Slow", Daniel Kahneman, 1675, "principle of independent judgments (and decorrelated errors) has immediate applications for the conduct of meetings,"
"Thinking, Fast and Slow", Daniel Kahneman, 1678, "standard practice of open discussion gives too much weight to the opinions of those who speak early and assertively,"
"Thinking, Fast and Slow", Daniel Kahneman, 1686, "associative machine is that it represents only activated ideas."
"Thinking, Fast and Slow", Daniel Kahneman, 1687, "System 1 excels at constructing the best possible story that incorporates ideas currently activated,"
"Thinking, Fast and Slow", Daniel Kahneman, 1688, "success for System 1 is the coherence of the story it manages to create."
"Thinking, Fast and Slow", Daniel Kahneman, 1690, "System 1 operates as a machine for jumping to conclusions."
"Thinking, Fast and Slow", Daniel Kahneman, 1697, "The story will be revised if new information comes in (such as Mindik is corrupt), but there is no waiting and no subjective discomfort. And there also remains a bias favoring the first impression."
"Thinking, Fast and Slow", Daniel Kahneman, 1698, "coherence-seeking System 1 with a lazy System 2"
"Thinking, Fast and Slow", Daniel Kahneman, 1699, "System 2 will endorse many intuitive beliefs,"
"Thinking, Fast and Slow", Daniel Kahneman, 1702, "Jumping to conclusions on the basis of limited evidence"
"Thinking, Fast and Slow", Daniel Kahneman, 1724, "participants who saw one-sided evidence were more confident of their judgments than those who saw both sides."
"Thinking, Fast and Slow", Daniel Kahneman, 1725, "confidence that people experience is determined by the coherence of the story"
"Thinking, Fast and Slow", Daniel Kahneman, 1726, "consistency of the information that matters for a good story, not its completeness."
"Thinking, Fast and Slow", Daniel Kahneman, 1727, "everything you know into a coherent pattern. WY SIATI"
"Thinking, Fast and Slow", Daniel Kahneman, 1727, "WY SIATI facilitates the achievement of coherence and of the cognitive ease that causes us to accept a statement as true."
"Thinking, Fast and Slow", Daniel Kahneman, 1728, "why we can think fast, and how we are able to make sense of partial information"
"Thinking, Fast and Slow", Daniel Kahneman, 1731, "Overconfidence:"
"Thinking, Fast and Slow", Daniel Kahneman, 1736, "Framing effects:"
"Thinking, Fast and Slow", Daniel Kahneman, 1740, "Base-rate neglect:"
"Thinking, Fast and Slow", Daniel Kahneman, 1576, "When uncertain, System 1 bets on an answer, and the bets are guided by experience."
"Thinking, Fast and Slow", Daniel Kahneman, 1688, "measure of success for System 1 is the coherence of the story it manages to create."
"Thinking, Fast and Slow", Daniel Kahneman, 1758, "System 2 receives questions or generates them: in either case it directs attention and searches memory to find the answers."
"Thinking, Fast and Slow", Daniel Kahneman, 1759, "It continuously monitors what is going on outside and inside the mind, and continuously generates assessments of various aspects of the situation without specific intention and with little or no effort."
"Thinking, Fast and Slow", Daniel Kahneman, 1760, "basic assessments"
"Thinking, Fast and Slow", Daniel Kahneman, 1761, "heuristics"
"Thinking, Fast and Slow", Daniel Kahneman, 1762, "Two other features of System 1 also support the substitution of one judgment for another."
"Thinking, Fast and Slow", Daniel Kahneman, 1762, "the ability to translate values across dimensions,"
"Thinking, Fast and Slow", Daniel Kahneman, 1764, "intention of System 2 to answer a specific question or evaluate a particular attribute of the situation automatically triggers other computations, including basic assessments."
"Thinking, Fast and Slow", Daniel Kahneman, 1766, "System 1 has been shaped by evolution to provide a continuous assessment of the main problems that an organism must solve to survive:"
"Thinking, Fast and Slow", Daniel Kahneman, 1771, "Good mood and cognitive ease are the human equivalents of assessments of safety and familiarity."
"Thinking, Fast and Slow", Daniel Kahneman, 1773, "basic assessment, consider the ability to discriminate friend from foe at a glance."
"Thinking, Fast and Slow", Daniel Kahneman, 1775, "judgments of how safe it is to interact with a stranger. He showed that we are endowed with an ability to evaluate, in a single glance at a stranger’s face, two potentially crucial facts about that person: how dominant (and therefore potentially threatening) he is, and how trustworthy he is,"
"Thinking, Fast and Slow", Daniel Kahneman, 1778, "shape of the face provides the cues for assessing dominance:"
"Thinking, Fast and Slow", Daniel Kahneman, 1779, "Facial expression (smile or frown) provides the cues for assessing the stranger’s intentions."
"Thinking, Fast and Slow", Daniel Kahneman, 1782, "and smiles can (to some extent) be faked. Still, even an imperfect ability to assess strangers confers a survival advantage."
"Thinking, Fast and Slow", Daniel Kahneman, 1782, "an imperfect ability to assess strangers confers a survival advantage."
"Thinking, Fast and Slow", Daniel Kahneman, 1784, "asked them to rate the faces on various attributes, including likability and competence."
"Thinking, Fast and Slow", Daniel Kahneman, 1788, "In about 70% of the races for senator, congressman, and governor, the election winner was the candidate whose face had earned a higher rating of competence."
"Thinking, Fast and Slow", Daniel Kahneman, 1791, "ratings of competence were far more predictive of voting outcomes in Todorov’s study than ratings of likability."
"Thinking, Fast and Slow", Daniel Kahneman, 1792, "people judge competence by combining the two dimensions of strength and trustworthiness."
"Thinking, Fast and Slow", Daniel Kahneman, 1792, "people judge competence by combining the two dimensions of strength and trustworthiness. The faces that exude competence combine a strong chin with a slight confident-appearing smile."
"Thinking, Fast and Slow", Daniel Kahneman, 1793, "faces that exude competence combine a strong chin with a slight confident-appearing smile."
"Thinking, Fast and Slow", Daniel Kahneman, 1795, "biologically predisposed to reject candidates who lack the attributes we value—"
"Thinking, Fast and Slow", Daniel Kahneman, 1795, "biologically predisposed to reject candidates who lack the attributes we value—in this research,"
"Thinking, Fast and Slow", Daniel Kahneman, 1797, "judgment heuristic"
"Thinking, Fast and Slow", Daniel Kahneman, 1801, "effect of facial competence on voting is about three times larger for information-poor and TV-prone voters than for others who are better informed and watch less television"
"Thinking, Fast and Slow", Daniel Kahneman, 1805, "understanding depends on the basic assessments that are routinely carried out"
"Thinking, Fast and Slow", Daniel Kahneman, 1806, "assessments include computations of similarity and representativeness, attributions of causality, and evaluations of the availability of associations and exemplars."
"Thinking, Fast and Slow", Daniel Kahneman, 1810, "For an example, look briefly at figure 7"
"Thinking, Fast and Slow", Daniel Kahneman, 1825, "System 1 does it, automatically and effortlessly, just as it registers the color of the lines and the fact that they are not parallel."
"Thinking, Fast and Slow", Daniel Kahneman, 1825, "System 2 is not needed to form an impression of the norm of length for an array."
"Thinking, Fast and Slow", Daniel Kahneman, 1826, "form an immediate impression of the number of objects in an array—"
"Thinking, Fast and Slow", Daniel Kahneman, 1826, "form an immediate impression of the number of objects in an array—precisely if there are four or fewer objects, crudely if there are more."
"Thinking, Fast and Slow", Daniel Kahneman, 1830, "activating System 2, which will laboriously estimate the average, estimate or count the lines, and multiply average length by the number of lines."
"Thinking, Fast and Slow", Daniel Kahneman, 1832, "System 1 represents categories by a prototype or a set of typical exemplars, it deals well with averages but poorly with sums."
"Thinking, Fast and Slow", Daniel Kahneman, 1834, "size of the category, the number of instances it contains, tends to be ignored in judgments of what I will call sum-like variables."
"Thinking, Fast and Slow", Daniel Kahneman, 1839, "The number of birds made very little difference."
"Thinking, Fast and Slow", Daniel Kahneman, 1840, "the participants reacted to, in all three groups, was a prototype—the awful image of a helpless bird drowning, its feathers soaked in thick oil."
"Thinking, Fast and Slow", Daniel Kahneman, 1844, "underlying dimension of intensity or amount,"
"Thinking, Fast and Slow", Daniel Kahneman, 1843, "an important characteristic: they all refer to an underlying dimension of intensity or amount,"
"Thinking, Fast and Slow", Daniel Kahneman, 1843, "an important characteristic: they all refer to an underlying dimension of intensity or amount, which permits the use of the word more:"
"Thinking, Fast and Slow", Daniel Kahneman, 1847, "underlying scale of intensity allows matching across diverse dimensions."
"Thinking, Fast and Slow", Daniel Kahneman, 1866, "mode of prediction by matching is statistically wrong—although it is perfectly natural to System 1,"
"Thinking, Fast and Slow", Daniel Kahneman, 1867, "most people except statisticians it is also acceptable to System 2."
"Thinking, Fast and Slow", Daniel Kahneman, 1866, "mode of prediction by matching is statistically wrong—although it is perfectly natural to System 1, and for most people except statisticians it is also acceptable to System 2."
"Thinking, Fast and Slow", Daniel Kahneman, 1871, "No intention is needed to trigger this operation or the continuous monitoring for violated expectations."
"Thinking, Fast and Slow", Daniel Kahneman, 1874, "occasional judgments are voluntary. They occur only when you intend them to do so."
"Thinking, Fast and Slow", Daniel Kahneman, 1876, "the control over intended computations is far from precise:"
"Thinking, Fast and Slow", Daniel Kahneman, 1876, "this excess computation the mental shotgun."
"Thinking, Fast and Slow", Daniel Kahneman, 1887, "intention to answer one question evoked another, which was not only superfluous but actually detrimental to the main task."
"Thinking, Fast and Slow", Daniel Kahneman, 1912, "these dumbfounded moments are rare. The normal state of your mind is that you have intuitive feelings and opinions about almost everything that comes your way."
"Thinking, Fast and Slow", Daniel Kahneman, 1915, "you often have answers to questions that you do not completely understand, relying on evidence that you can neither explain nor defend."
"Thinking, Fast and Slow", Daniel Kahneman, 1917, "how we generate intuitive opinions on complex matters."
"Thinking, Fast and Slow", Daniel Kahneman, 1917, "satisfactory answer to a hard question is not found quickly, System 1 will find a related question that is easier and will answer"
"Thinking, Fast and Slow", Daniel Kahneman, 1919, "substitution."
"Thinking, Fast and Slow", Daniel Kahneman, 1920, "The target question is the assessment you intend to produce. The heuristic question is the simpler question that you answer instead."
"Thinking, Fast and Slow", Daniel Kahneman, 1921, "technical definition of heuristic is a simple procedure that helps find adequate, though often imperfect, answers to difficult questions."
"Thinking, Fast and Slow", Daniel Kahneman, 1922, "word comes from the same root as eureka."
